,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
11,0.8896199,6.955779,4.670209,7.683767,6.169981,6.219413,9.406157,7.310321,6.626999,3.445422,0,2.165311,9.051709,2.796782,7.162023,1.828619,0.7718484,2.747467,9.902844,8.636089,9.019564,8.413582,4.992909,5.740376,6.707046,2.48782,9.11903,9.197112,7.427304,3.954214,4.057143,9.200999,5.52591,4.416389,9.669615,3.867595,9.256419,1.269407,9.556008,8.951671,6.071586,2.21527,2.188385,7.856538,7.338062,8.303913,3.903377,3.741493,7.371161,2.15343,5.624654,2.483363,6.021257,4.032924,8.80974,6.221419,8.934684,3.55714,0.6577036,7.947421,8.397908,6.084867,6.909463,4.470286,6.32431,4.37325,1.260783,7.825798,4.729098,7.540712,7.896558,4.007471,3.907091,6.958633,7.59244,2.114866,5.198059,4.473312,9.781696,6.238868,9.217983,5.78562,2.707915,2.949747,3.482936,9.422482,5.366634,7.928247,1.965333,1.216312,6.593338,10.90706,7.008798,4.982897,8.471275,10.78655,7.137968,4.14079,7.052857,6.386337,
12,1.404052,5.99893,4.310126,7.015563,4.214841,4.059625,8.435991,6.836393,6.092924,2.881722,2.165311,0,8.070281,3.867754,6.78243,0.6439567,2.923845,1.31503,8.562018,8.253763,8.555429,7.691194,3.027533,3.602432,5.193486,0.3631427,7.968341,8.461593,6.273599,2.036711,2.428283,7.871511,3.665179,4.938645,8.175419,4.559247,8.726269,3.427264,8.513037,8.987096,5.52845,2.239603,1.910408,8.001842,5.318995,7.376387,2.211744,1.587868,5.614415,2.233522,4.773456,3.908645,4.132534,2.088811,7.068419,4.056171,7.21757,3.170385,2.174687,7.932137,6.956511,4.049762,6.888793,2.37487,6.680868,2.552053,0.90463,6.642324,4.529081,7.649707,7.18291,3.523144,3.338572,5.278607,7.413683,0.687292,3.171112,2.545218,8.946644,4.132053,9.141923,6.106876,2.849491,1.801674,1.797156,8.942724,3.341411,7.944013,2.777323,2.594051,6.373439,9.564982,4.892588,2.830173,6.736262,9.306124,5.210006,4.339211,6.077466,4.442206,
13,8.958013,2.103676,4.531094,1.740244,9.785798,8.025809,0.3658587,2.449536,2.753634,5.606386,9.051709,8.070281,0,7.341702,2.772593,8.68225,9.354213,9.2147,1.87372,2.482361,2.210292,1.194804,9.193579,8.322314,3.397217,8.136323,0.767017,1.108007,1.859943,6.391438,5.739728,1.624205,5.286245,5.918655,2.555226,6.40982,1.998615,9.66499,0.5537314,4.241826,3.178273,6.84643,6.873018,4.420459,5.688299,0.7605971,5.974103,7.419891,4.070961,6.911437,3.427665,7.997691,10.01055,8.902747,3.827958,7.711475,3.691921,5.51685,9.556703,3.835638,2.261901,5.944972,3.888712,8.407365,5.105317,5.871107,8.417379,1.581855,4.632401,4.263039,1.490869,5.066784,5.148317,3.869069,3.265322,8.752968,6.148221,6.097716,1.047145,8.817951,3.876969,5.086963,6.45461,9.722663,6.327572,2.270368,9.064161,3.948861,7.36655,10.14932,3.441768,2.499285,6.620072,7.974,3.781657,3.001595,5.067836,5.512398,2.012819,9.954047,
14,3.397439,5.411444,2.857041,5.724777,8.023315,7.449164,7.66001,5.184131,4.633241,2.475204,2.796782,3.867754,7.341702,0,4.957515,3.986511,2.580089,5.017487,8.610479,6.336875,6.772614,6.454978,6.853462,7.152637,5.984508,4.218666,7.616495,7.202583,6.081282,4.535976,4.151303,7.938582,5.615731,1.755896,8.625402,1.159704,7.057572,2.657944,7.888361,6.343828,4.164102,1.80627,2.163266,5.218939,7.564908,6.585046,4.148059,4.965768,6.988282,1.774504,4.16907,0.6583496,7.974861,5.943469,8.262613,7.333067,8.331241,2.283316,3.453341,5.402254,7.367569,6.4959,4.420177,6.103973,3.631479,4.660447,3.283401,6.476847,2.710146,4.934239,5.968379,2.608438,2.667026,6.482759,5.182583,4.269287,5.719112,4.926394,7.861343,7.751762,6.66904,3.138045,1.478144,5.384608,3.90177,7.170808,7.115315,5.363903,1.090586,3.972398,4.292645,9.561864,7.613135,6.362564,7.939308,9.655907,7.145436,1.841407,5.519512,8.253788,
15,7.303038,1.94853,2.529096,1.054307,9.610336,8.137341,2.998179,0.3282813,0.7877408,3.93121,7.162023,6.78243,2.772593,4.957515,0,7.301054,7.288118,8.070757,4.514157,1.487158,1.858505,1.64104,8.74251,8.231676,3.920412,6.962028,3.341805,2.300227,2.647761,5.667052,4.919958,4.020119,5.259093,3.334232,4.948731,3.890446,2.113727,7.507353,3.310323,2.524969,1.286285,4.992807,5.145502,2.047786,6.51134,2.149057,5.130393,6.682729,5.059359,5.04588,2.259903,5.609617,9.748941,8.1851,5.575422,7.863845,5.521349,3.700001,7.755316,1.59251,4.043377,6.200381,1.156867,7.881395,2.338081,5.279721,6.850681,2.843877,2.432971,1.761656,1.28993,3.288103,3.455658,4.617046,0.8634903,7.455636,5.998672,5.59526,2.991748,8.823084,2.49703,2.329498,4.454397,8.574036,5.335288,2.261811,8.75041,1.675273,5.26698,8.353024,0.7040948,5.262331,7.198144,7.662244,5.376875,5.669187,5.864143,3.142962,2.002574,9.816142,
16,0.9580122,6.600945,4.797153,7.583238,4.350693,4.452258,9.047615,7.37188,6.633421,3.37289,1.828619,0.6439567,8.68225,3.986511,7.301054,0,2.599483,1.033563,9.202305,8.781153,9.097928,8.269749,3.168465,3.942154,5.836764,0.7903878,8.596063,9.044666,6.897733,2.671143,3.070184,8.51074,4.296474,5.236538,8.819324,4.804567,9.280046,3.090663,9.132204,9.438196,6.065692,2.5447,2.26336,8.423981,5.905294,7.980362,2.855051,2.112395,6.251132,2.52242,5.352915,3.919843,4.217489,2.207137,7.70431,4.486049,7.855199,3.633966,1.675443,8.388018,7.599216,4.63625,7.338404,2.654907,7.044039,3.192509,0.713011,7.27003,4.987293,8.077428,7.758074,4.017976,3.84544,5.920507,7.899026,0.2995819,3.767557,3.173347,9.54396,4.420238,9.616401,6.472239,3.17154,1.418764,2.438205,9.48924,3.538049,8.39352,2.912091,2.017576,6.858952,10.20591,5.425499,3.208861,7.373082,9.95004,5.823288,4.703951,6.682088,4.569916,
17,1.652427,7.28193,4.872339,7.899035,6.934621,6.982615,9.700762,7.465998,6.818806,3.793267,0.7718484,2.923845,9.354213,2.580089,7.288118,2.599483,0,3.497129,10.32115,8.736384,9.143069,8.635515,5.760412,6.509427,7.217735,3.253517,9.478883,9.412947,7.810094,4.629564,4.658139,9.621436,6.161184,4.30896,10.1433,3.725268,9.399916,0.5038152,9.874187,8.898705,6.281434,2.540121,2.615615,7.781519,8.01405,8.597644,4.524797,4.487623,7.953792,2.471999,5.949416,2.114884,6.779708,4.801444,9.376301,6.978115,9.491863,3.840307,1.175068,7.92879,8.864365,6.772985,6.914375,5.241789,6.205911,5.015397,2.020558,8.212545,4.873495,7.484928,8.123669,4.288589,4.221517,7.519845,7.638936,2.883588,5.889155,5.14256,10.02538,7.010452,9.201319,5.696832,2.905183,3.663699,4.117834,9.546195,6.137045,7.898792,2.025167,1.510257,6.677122,11.3185,7.72713,5.748633,9.037866,11.24794,7.781323,4.175483,7.383251,7.149611,
18,1.860413,7.180142,5.61768,8.255447,3.462001,3.895362,9.580184,8.111952,7.365793,4.191306,2.747467,1.31503,9.2147,5.017487,8.070757,1.033563,3.497129,0,9.548575,9.533639,9.821552,8.912693,2.320025,3.317712,6.154708,1.111412,9.051175,9.673244,7.38255,2.898627,3.479765,8.8739,4.42195,6.217516,9.079645,5.807802,9.980027,3.963352,9.630977,10.29988,6.805664,3.51298,3.202376,9.316866,5.771609,8.546264,3.246567,2.020696,6.380668,3.498523,6.005483,4.950347,3.287459,1.404718,7.808537,3.995652,7.975687,4.484375,2.421317,9.244398,7.914495,4.535024,8.202345,2.023816,7.98686,3.44569,1.745484,7.73241,5.842585,8.964708,8.411322,4.82989,4.641462,6.121481,8.718187,0.749036,3.737638,3.325191,10.12782,3.703506,10.44914,7.41309,4.134202,0.5110815,2.889018,10.20418,2.736155,9.257286,3.938778,2.557208,7.678798,10.53852,5.137025,2.689739,7.48983,10.20294,5.805211,5.643489,7.25175,3.669954,
19,9.65041,3.211155,5.75566,3.460661,9.438102,7.581034,1.863466,4.186014,4.298382,6.533653,9.902844,8.562018,1.87372,8.610479,4.514157,9.202305,10.32115,9.548575,0,4.35301,4.053805,3.047716,9.061224,7.996235,3.393871,8.54897,1.176894,2.910835,2.539397,6.650058,6.134474,0.7019003,5.223573,7.389373,0.9037848,7.813111,3.804731,10.69077,1.516902,6.106103,4.58258,7.782267,7.726991,6.281562,4.950178,2.365694,6.355592,7.593552,3.48584,7.850757,4.456623,9.247928,9.710924,8.965785,2.611439,7.260698,2.42329,6.535002,10.32707,5.700008,1.643565,5.590713,5.664312,8.370568,6.843946,6.102911,9.075327,2.138217,5.94683,6.107129,3.235738,6.110545,6.135034,3.535746,5.101502,9.213119,6.05147,6.243774,2.518987,8.39706,5.722987,6.749679,7.508486,10.03645,6.764863,4.052804,8.84588,5.812648,8.434315,10.89594,5.127859,1.007493,5.961154,7.821379,2.722487,1.155138,4.437922,6.855246,3.102764,9.573437,
20,8.789829,2.864334,4.016229,1.53942,10.9054,9.338869,2.527226,1.424268,2.171529,5.414901,8.636089,8.253763,2.482361,6.336875,1.487158,8.781153,8.736384,9.533639,4.35301,0,0.4787904,1.396202,10.09557,9.491719,4.857864,8.422956,3.229671,1.508078,3.317883,7.042671,6.301458,4.061749,6.446589,4.637931,5.013349,5.222724,0.8204532,8.934126,2.886142,1.76544,2.727984,6.4771,6.632641,2.063618,7.439117,2.23438,6.520768,8.074668,5.875534,6.529409,3.610508,6.977256,11.06626,9.587039,6.056649,9.049556,5.956881,5.18707,9.235229,1.484072,4.440125,7.324171,2.019189,9.243089,3.201113,6.618954,8.337335,3.338463,3.909619,2.012642,1.55732,4.773037,4.937277,5.509643,1.213652,8.930356,7.240458,6.920136,2.146992,10.06302,1.454906,3.419306,5.93081,10.03928,6.756105,0.8459151,10.07228,1.595285,6.723336,9.831989,2.060127,4.860024,8.23208,8.972703,5.930243,5.461693,6.78556,4.566263,2.866018,11.1032,
21,9.143146,2.955735,4.371276,1.648623,11.06186,9.450269,2.197344,1.730156,2.464548,5.746418,9.019564,8.555429,2.210292,6.772614,1.858505,9.097928,9.143069,9.821552,4.053805,0.4787904,0,1.27906,10.28944,9.632635,4.894884,8.710159,2.974937,1.149255,3.30523,7.261268,6.527608,3.826085,6.567078,5.088692,4.765057,5.669027,0.3458532,9.353158,2.554159,2.066479,3.032411,6.842925,6.98281,2.509749,7.442676,2.104482,6.751818,8.300715,5.852773,6.897248,3.845498,7.417053,11.23551,9.816617,5.918462,9.154357,5.805496,5.534999,9.609691,1.940528,4.302692,7.409338,2.491899,9.444792,3.679674,6.816842,8.676767,3.267631,4.290968,2.480718,1.591173,5.110163,5.265089,5.519662,1.688066,9.236529,7.381747,7.107943,1.728875,10.19149,1.669766,3.890222,6.311681,10.32968,7.008808,0.4033695,10.24661,2.049266,7.123857,10.20801,2.482016,4.492178,8.273026,9.14346,5.816892,5.13436,6.792037,4.98374,2.939862,11.25463,
22,8.426168,1.801868,3.763495,0.7375646,9.908986,8.249829,1.368722,1.337114,1.829708,5.011186,8.413582,7.691194,1.194804,6.454978,1.64104,8.269749,8.635515,8.912693,3.047716,1.396202,1.27906,0,9.192292,8.464341,3.6485,7.807842,1.88533,0.784596,2.039839,6.224792,5.513721,2.688954,5.388109,4.919174,3.644494,5.44799,1.231642,8.903971,1.699263,3.151597,2.354082,6.199971,6.282618,3.233904,6.172668,0.8409051,5.744891,7.269594,4.576859,6.260687,2.918076,7.113093,10.09917,8.78296,4.667315,7.948127,4.563727,4.858942,8.963223,2.65269,3.049599,6.18997,2.714726,8.363847,3.943513,5.747482,7.919497,1.988632,3.787865,3.068774,0.5181968,4.41121,4.531533,4.255297,2.070662,8.378315,6.223295,6.018991,1.406567,9.007292,2.847894,3.970227,5.736894,9.423725,6.044009,1.516997,9.12031,2.765142,6.615852,9.562367,2.337722,3.687469,7.019251,8.016201,4.551744,4.188759,5.52384,4.613946,1.761984,10.09491,
23,4.10819,7.390466,6.58701,8.644813,1.189575,1.949909,9.543834,8.696422,7.968001,5.30072,4.992909,3.027533,9.193579,6.853462,8.74251,3.168465,5.760412,2.320025,9.061224,10.09557,10.28944,9.192292,0,1.325259,5.827878,2.664907,8.845604,9.883062,7.34481,3.080501,3.827688,8.456906,3.916862,7.692664,8.415801,7.408099,10.37504,6.243292,9.507616,11.18376,7.463515,5.114295,4.753999,10.33711,4.484924,8.641729,3.628121,2.118552,5.604767,5.126955,6.49544,6.933794,1.126872,0.9616628,6.867546,2.179424,7.059983,5.64252,4.732396,10.14044,7.439176,3.496445,9.159966,0.86669,9.23644,3.476649,3.826795,7.616766,6.895936,9.975554,8.741906,5.848138,5.638865,5.531749,9.512092,2.878187,3.054934,3.181677,10.20249,1.475659,11.23194,8.674685,5.6594,2.386541,3.509779,10.63437,0.4510322,10.17778,5.770955,4.869551,8.518682,9.981621,3.59327,1.240646,6.596486,9.476336,4.764398,6.982138,7.433083,1.415267,
24,4.897548,6.682287,6.333697,7.986684,1.464296,0.628473,8.658652,8.139518,7.44435,5.219651,5.740376,3.602432,8.322314,7.152637,8.231676,3.942154,6.509427,3.317712,7.996235,9.491719,9.632635,8.464341,1.325259,0,4.925195,3.258917,7.899607,9.105916,6.515877,2.812699,3.4925,7.430198,3.076596,7.702981,7.295571,7.514394,9.67951,7.009723,8.584511,10.73534,6.989912,5.349455,4.989833,9.984728,3.240134,7.837721,3.349696,2.189992,4.510664,5.378448,5.976051,7.349125,1.715374,1.940934,5.678497,0.8614038,5.875788,5.562724,5.60495,9.719716,6.411369,2.415597,8.799136,1.30396,9.051126,3.022649,4.494055,6.742145,6.676032,9.62559,8.051044,5.670126,5.464126,4.521401,9.0481,3.689002,2.251928,2.688371,9.355771,0.6249224,10.72572,8.512978,5.80524,3.52018,3.39368,9.951777,0.9421966,9.770344,6.117893,5.845095,8.108817,8.878458,2.299289,0.7941394,5.428864,8.320705,3.597609,6.933395,6.708638,1.634597,
25,6.352702,2.016992,3.414424,3.321537,6.38858,4.644548,3.735977,3.710586,3.206377,3.585178,6.707046,5.193486,3.397217,5.984508,3.920412,5.836764,7.217735,6.154708,3.393871,4.857864,4.894884,3.6485,5.827878,4.925195,0,5.162899,3.01911,4.220152,1.62212,3.256201,2.769073,2.723376,1.911639,5.292526,2.99094,5.514737,4.880088,7.637708,3.681276,6.387943,3.014549,4.745018,4.606947,5.945918,2.600902,2.943494,2.981753,4.211127,1.193124,4.813426,2.171835,6.550779,6.615265,5.624609,2.278702,4.334466,2.349275,3.71028,7.065396,5.512567,1.765819,2.565348,4.86505,5.073627,5.650979,2.709042,5.768013,1.817246,3.743479,5.628046,3.314539,3.383877,3.318274,0.7028458,4.781968,5.832508,2.772953,2.858717,4.431758,5.42772,6.244031,5.288678,4.637047,6.643289,3.401622,5.165058,5.677049,5.595378,5.518406,7.612011,4.121562,4.386561,3.378972,4.596516,1.959576,4.120646,1.949018,4.548935,1.998727,6.557531,
26,1.681809,6.086266,4.523056,7.146559,3.851872,3.732013,8.502142,7.000919,6.254616,3.102627,2.48782,0.3631427,8.136323,4.218666,6.962028,0.7903878,3.253517,1.111412,8.54897,8.422956,8.710159,7.807842,2.664907,3.258917,5.162899,0,8.000487,8.571236,6.317747,1.936891,2.427135,7.86471,3.545441,5.243937,8.127345,4.88197,8.869451,3.755474,8.564343,9.211975,5.694983,2.558121,2.217366,8.245282,5.116945,7.457443,2.199173,1.323838,5.508748,2.556931,4.897161,4.27003,3.771908,1.729552,6.958053,3.742555,7.113686,3.407104,2.437167,8.155508,6.928702,3.848475,7.118043,2.017404,6.9562,2.474751,1.235215,6.676767,4.760367,7.890555,7.304708,3.735417,3.543159,5.199761,7.617961,0.6823499,2.984021,2.421217,9.035745,3.779157,9.351203,6.382443,3.156564,1.620145,1.813041,9.092974,2.978815,8.171382,3.129108,2.806993,6.579882,9.547299,4.639001,2.49529,6.629647,9.256598,5.047256,4.620651,6.160331,4.079362,
27,8.950565,2.217802,4.764202,2.287543,9.36277,7.560459,0.9159452,3.013524,3.170597,5.690488,9.11903,7.968341,0.767017,7.616495,3.341805,8.596063,9.478883,9.051175,1.176894,3.229671,2.974937,1.88533,8.845604,7.899607,3.01911,8.000487,0,1.871928,1.705641,6.177142,5.576078,0.8585177,4.930592,6.305971,1.790409,6.758121,2.765212,9.819897,0.7068967,4.99387,3.505151,6.944211,6.930652,5.114893,5.110956,1.193023,5.807405,7.179688,3.512614,7.011356,3.53546,8.264585,9.60541,8.627872,3.110179,7.242099,2.963272,5.646743,9.587766,4.536461,1.611558,5.492859,4.489347,8.091129,5.675788,5.640045,8.391628,1.326085,4.918466,4.933585,2.059709,5.205939,5.258416,3.386227,3.927042,8.640988,5.790956,5.834273,1.682504,8.36513,4.638909,5.599544,6.609973,9.553026,6.188717,3.035216,8.68397,4.648465,7.534094,10.17142,3.967477,1.977023,6.07544,7.611587,3.093838,2.330976,4.514769,5.820995,2.111876,9.520232,
